58854,2025-12-05T06:02:45+07:00,transaction: 58854,1824500
63193,2025-12-06T23:17:04+07:00,transaction: 63193,6138913
15462,2025-12-07T16:26:29+07:00,transaction: 15462,6631038
80016,2025-12-08T00:21:50+07:00,transaction: 80016,5009498
61750,2025-12-09T13:25:00+07:00,transaction: 61750,6370565
20472,2025-12-10T05:01:06+07:00,transaction: 20472,3597398
71918,2025-12-11T12:36:04+07:00,transaction: 71918,7862653
55341,2025-12-12T05:34:24+07:00,transaction: 55341,7684116
31146,2025-12-13T20:42:18+07:00,transaction: 31146,5385848
22867,2025-12-14T22:08:01+07:00,transaction: 22867,9092921
29631,2025-12-15T06:08:20+07:00,transaction: 29631,4364681
72120,2025-12-16T21:44:59+07:00,transaction: 72120,3268792
99592,2025-12-17T21:48:34+07:00,transaction: 99592,8724803
67709,2025-12-18T14:37:14+07:00,transaction: 67709,4663620
44267,2025-12-19T21:26:58+07:00,transaction: 44267,5671682
25532,2025-12-20T16:01:35+07:00,transaction: 25532,4866509
40687,2025-12-21T04:54:43+07:00,transaction: 40687,6919673
17471,2025-12-22T19:06:42+07:00,transaction: 17471,8189034
29029,2025-12-23T15:39:25+07:00,transaction: 29029,5245896
78129,2025-12-24T02:19:23+07:00,transaction: 78129,5513734
